Trans. date,Post date,Description,Amount,Category
12/2/2023,12/3/2023,COLUMBIA PIKE CITGO ARLINGTON VAL15867007,6.23,Gasoline
12/2/2023,12/3/2023,EVGO SERVICES LOS ANGELES CA,26.65,Automotive
12/2/2023,12/3/2023,KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10.00,Merchandise
12/2/2023,12/3/2023,ONEPASS 877-515-9364 MN230795,125.10,Services
12/2/2023,12/3/2023,ONEPASS 877-515-9364 MN229964,139.00,Services
12/2/2023,12/3/2023,UNITED AIRLINES 18004214655 TXAPPLE PAY ENDING IN 1455,35.00,Travel/ Entertainment
12/3/2023,12/3/2023,CCBILL.COM 888-5969279 AZ,5.32,Merchandise
12/3/2023,12/3/2023,CCBILL.COM 888-5969279 AZ,10.63,Merchandise
12/3/2023,12/3/2023,CCBILL.COM 888-5969279 AZ,13.81,Merchandise
12/3/2023,12/3/2023,DUNKIN #348747 Q35 BALTIMORE MD,9.93,Restaurants
12/4/2023,12/4/2023,A S C,-17.25,Awards and Rebate Credits
12/4/2023,12/4/2023,PANDA EXPRESS #907 P 800-877-8988 CA,16.22,Restaurants
12/4/2023,12/4/2023,SAFEWAY #1547 BURLINGAME CA,107.15,Supermarkets
12/5/2023,12/5/2023,WALGREENS #0625 MILLBRAE CA,36.90,Merchandise
12/6/2023,12/6/2023,SQ *TENNIS STATION BUR BURLINGAME CA0001152921513474031125,109.62,Merchandise
12/6/2023,12/6/2023,TARGET 00011221091 SAN MATEO CA,30.68,Supermarkets
12/6/2023,12/6/2023,TRADER JOE S #067 SAN MATEO CA,25.24,Supermarkets
12/7/2023,12/7/2023,AMAZON.COM*LD0YV9H23 AMZN.COM/BILLWA7VW87A9X7J4,49.32,Merchandise
12/7/2023,12/7/2023,AMAZON.COM*V869J8XS3 AMZN.COM/BILLWA63V41SEAME2,91.57,Merchandise
12/7/2023,12/7/2023,AMZN MKTP US*TL5FN3DM3 AMZN.COM/BILLWA4CGUWRHEIYY,68.08,Merchandise
12/7/2023,12/7/2023,TARGET 00011221091 SAN MATEO CA,101.84,Supermarkets
12/8/2023,12/8/2023,AMAZON.COM*YZ2367I43 AMZN.COM/BILLWA2QH41IQDXWK,22.08,Merchandise
12/8/2023,12/8/2023,AMZN MKTP US*U91N19NO3 AMZN.COM/BILLWA6K4XJ96HAMF,65.76,Merchandise
12/8/2023,12/8/2023,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWDT26SV2A0,9.99,Merchandise
12/8/2023,12/8/2023,ATG USA LLC 727-2824429 FL,49.50,Merchandise
12/8/2023,12/8/2023,SQ *47 HILLS BREWING C SOUTH SAN FRACA0001152921513481417731,48.78,Restaurants
12/8/2023,12/8/2023,STEAM PURCHASE 425-952-2985 WA,26.99,Travel/ Entertainment
12/10/2023,12/10/2023,SOFAR SOUNDS 6468465019 MA,36.00,Travel/ Entertainment
12/10/2023,12/10/2023,WALGREENS #12257 BURLINGAME CA,23.01,Merchandise
12/11/2023,12/11/2023,CHIPOTLE 2028 SAN MATEO CA,15.13,Restaurants
12/11/2023,12/11/2023,DICKS SPORTING GOODS DALY CITY TN,116.43,Merchandise
12/11/2023,12/11/2023,GRUBHUBTAQUERIALACUMB 877-585-1085 NYAPPLE PAY ENDING IN 1455,17.92,Restaurants
12/11/2023,12/11/2023,TARGET 00011221091 SAN MATEO CA,13.57,Supermarkets
12/11/2023,12/11/2023,TYPESET 7372426703 MD,19.00,Merchandise
12/11/2023,12/11/2023,WHOLEFDS SMT 10150 SAN MATEO CA,14.99,Supermarkets
12/11/2023,12/12/2023,TYPESET 7372426703 MD,-19.00,Payments and Credits
12/12/2023,11/11/2023,UNRECOGNIZED TRAN CHRGBKAN ADJUSTMENT TO YOUR ACCOUNT,-19.00,Payments and Credits
12/12/2023,12/12/2023,SNACK* SOMI SOMI SAN M 8668682146 CA,6.00,Restaurants
12/12/2023,12/12/2023,TST* DAEHO KALBIJJIM - SAN MATEO CA00076211015087355906AA,64.50,Restaurants
12/13/2023,12/13/2023,CASHBACK BONUS REDEMPTION PYMT/STMT CRDT,-36.11,Awards and Rebate Credits
12/13/2023,12/13/2023,INTERNET PAYMENT - THANK YOU,-1661.62,Payments and Credits
12/14/2023,12/14/2023,BEARD PAPA'S SAN MATEO CA,9.09,Supermarkets
12/14/2023,12/14/2023,SNACK* SOMI SOMI SAN M 8668682146 CA,8.34,Restaurants
12/14/2023,12/14/2023,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,90.83,Merchandise
12/15/2023,12/15/2023,LA FITNESS 949-255-8100 CA,220.00,Travel/ Entertainment
12/17/2023,12/17/2023,AMZN MKTP US*1M1M54X43 AMZN.COM/BILLWA1HZWR94JT3W,63.59,Merchandise
12/19/2023,12/19/2023,CCBILL.COM 888-5969279 AZ,8.83,Merchandise
12/19/2023,12/19/2023,MI RANCHO MARKET SAN MATEO CA,23.90,Supermarkets
12/20/2023,12/20/2023,1946 THE MOVIE 3232208730 CAAPPLE PAY ENDING IN 1455,12.95,Services
12/20/2023,12/20/2023,1946 THE MOVIE 3232208730 CAAPPLE PAY ENDING IN 1455,12.95,Services
12/20/2023,12/20/2023,1946 THE MOVIE 3232208730 CAAPPLE PAY ENDING IN 1455,12.95,Services
12/20/2023,12/20/2023,1946 THE MOVIE 3232208730 CAAPPLE PAY ENDING IN 1455,19.46,Services
12/20/2023,12/20/2023,GRUBHUBTAQUERIALASPEN 877-585-1085 NYAPPLE PAY ENDING IN 1455,33.72,Restaurants
12/20/2023,12/20/2023,JIFFY LUBE #297 CAMPBELL CA12202023,124.39,Automotive
12/20/2023,12/20/2023,PANDA EXPRESS #907 P 800-877-8988 CAAPPLE PAY ENDING IN 1455,15.13,Restaurants
12/20/2023,12/20/2023,TST* LIVING ROOM COFFE CAMPBELL CA00003021015208543689AA,12.55,Restaurants
12/21/2023,12/21/2023,AMAZON.COM*000Q12Z53 AMZN.COM/BILLWA67WZTPZFQ4W,22.08,Merchandise
12/21/2023,12/21/2023,TM TICKETMASTER 800-653-8000 CA,41.79,Travel/ Entertainment
12/22/2023,12/22/2023,1946 THE MOVIE 3232208730 CAAPPLE PAY ENDING IN 1455,12.95,Services
12/22/2023,12/22/2023,CARBON HEALTH 4152002133 CA,13.66,Medical Services
12/22/2023,12/22/2023,CARBON HEALTH 4152002133 CA,26.99,Medical Services
12/22/2023,12/22/2023,DEAN'S PRODUCE. MILLBRAE CA,44.47,Supermarkets
12/22/2023,12/22/2023,NOODLES & THINGS MILLBRAE CA,35.19,Restaurants
12/22/2023,12/22/2023,SQ *SAN MATEO SOMISOMI SAN MATEO CA0001152921513527577846,6.50,Supermarkets
12/22/2023,12/22/2023,TRADER JOE S #170 MILLBRAE CA,22.14,Supermarkets
12/22/2023,12/22/2023,UNION 76 MILLBRAE CA,43.93,Gasoline
12/22/2023,12/22/2023,WALGREENS #0625 MILLBRAE CA,16.34,Merchandise
12/22/2023,12/22/2023,WALGREENS #0625 MILLBRAE CA,40.66,Merchandise
12/22/2023,12/22/2023,ZHANGLIANG MALATANG SAN MATEO CA,24.52,Restaurants
12/23/2023,12/23/2023,SAFEWAY #1547 BURLINGAME CA,49.93,Supermarkets
12/24/2023,12/24/2023,SAFEWAY #1547 BURLINGAME CA,14.34,Supermarkets
12/25/2023,12/25/2023,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455,15.89,Merchandise
12/25/2023,12/25/2023,CCBILL.COM 888-5969279 AZ,19.13,Merchandise
12/26/2023,12/26/2023,CCBILL.COM 888-5969279 AZ,8.49,Merchandise
12/26/2023,12/26/2023,CCBILL.COM 888-5969279 AZ,10.63,Merchandise
12/26/2023,12/26/2023,"STUBHUB, INC. 866-788-2482 CA",169.56,Travel/ Entertainment
12/26/2023,12/26/2023,WALGREENS #12257 BURLINGAME CA,8.91,Merchandise
12/28/2023,12/28/2023,ADOBE INC. 408-536-6000 CA,29.99,Merchandise
12/28/2023,12/28/2023,AMZN MKTP US*JH0C67TF3 AMZN.COM/BILLWA5MHP0ZC66PB,21.91,Merchandise
12/28/2023,12/28/2023,PANDA EXPRESS #907 P 800-877-8988 CAAPPLE PAY ENDING IN 1455,16.66,Restaurants
12/28/2023,12/28/2023,TARGET 00011221091 SAN MATEO CAAPPLE PAY ENDING IN 1455,24.63,Supermarkets
12/29/2023,12/29/2023,SQ *LEVY @ REGENCY BAL SAN FRANCISCOCA0001152921513544240976,6.18,Restaurants
12/29/2023,12/29/2023,SQ *LEVY @ REGENCY BAL SAN FRANCISCOCA0001152921513544218720,8.65,Restaurants
12/30/2023,12/30/2023,CCBILL.COM 888-5969279 AZ,5.04,Merchandise
12/30/2023,12/30/2023,INTERNET PAYMENT - THANK YOU,-1568.14,Payments and Credits
12/30/2023,12/30/2023,SQ *ZAREEN'S RESTAURAN REDWOOD CITY CA0001152921513546327493,52.15,Restaurants
12/30/2023,12/30/2023,TST* LIVING ROOM COFFEE CAMPBELL CA,5.88,Restaurants
12/31/2023,12/31/2023,APPLE FRITTER SAN MATEO CA,21.75,Restaurants
12/31/2023,12/31/2023,SQ *ZAREEN'S RESTAURAN REDWOOD CITY CA0001152921513549215564,84.34,Restaurants
