Trans. Date,Post Date,Description,Amount,Category,Year
6/19/2021,6/19/2021,CHICK-FIL-A #01519 RICHMOND VA,11.05,Restaurants,2021
6/19/2021,6/19/2021,OFFICEMAX/DEPOT 6379 GLEN ALLEN VA,74.19,Merchandise,2021
6/20/2021,6/20/2021,SHELL 57545614109 ASHLAND VA,17.53,Gasoline,2021
6/21/2021,6/21/2021,AMZN MKTP US*2179P2TF2 AMZN.COM/BILLWA3IX858WRMJZ,5.4,Merchandise,2021
6/21/2021,6/21/2021,BP#9613308TA JESSUP JESSUP MD,27.87,Gasoline,2021
6/21/2021,6/21/2021,MCDONALD'S F34934 WOODBRIDGE VA,3.81,Restaurants,2021
6/21/2021,6/21/2021,PAYPAL *JEREMYBUSTI 402-935-7733 CA,75,Services,2021
6/21/2021,6/21/2021,PP*PP ROKU FOR CRUNCHYR 402-935-7733 CA,7.99,Services,2021
6/21/2021,6/21/2021,TARGET RICHMOND VA,60.38,Merchandise,2021
6/21/2021,6/21/2021,TST* TWO GUYS GRILL & PU BALTIMORE MD,200,Restaurants,2021
6/22/2021,6/22/2021,EZPASSVA AUTO REPLENISH 877-7627824 VA,35,Travel/ Entertainment,2021
6/22/2021,6/22/2021,PAYPAL *DATACAMPINC 402-935-7733 CA,199,Education,2021
6/23/2021,6/23/2021,INTERNET PAYMENT - THANK YOU,-1869,Payments and Credits,2021
6/23/2021,6/23/2021,TST* NEW YORK DELI - RVA RICHMOND VA,22,Restaurants,2021
6/24/2021,6/24/2021,KROGER #511 RICHMOND VA,36.52,Supermarkets,2021
6/24/2021,6/24/2021,MIKE BLENDZ BARBERSHOP S RICHMOND VA,88.85,Services,2021
6/25/2021,6/25/2021,AMZN MKTP US*297321LH1 AMZN.COM/BILLWA3MPRYLB2NN5,55.11,Merchandise,2021
6/25/2021,6/25/2021,MCDONALD'S F12090 RUTHER GLEN VA,8.63,Restaurants,2021
6/25/2021,6/25/2021,MICRO CENTER FAIRFAX FAIRFAX VA,268.15,Merchandise,2021
6/26/2021,6/26/2021,DUNKIN DONUTSBALTIMORE BALTIMORE MD,9.07,Restaurants,2021
6/26/2021,6/26/2021,MTA*NYCT PAYGO NEW YORK NYAPPLE PAY ENDING IN 4775004808741327,2.75,Travel/ Entertainment,2021
6/26/2021,6/26/2021,MTA*NYCT PAYGO NEW YORK NYAPPLE PAY ENDING IN 4775004809017067,2.75,Travel/ Entertainment,2021
6/26/2021,6/27/2021,AMZN MKTP US AMZN.COM/BILLWA2MQ7IDW39QZ,-5.4,Payments and Credits,2021
6/27/2021,6/27/2021,CCBILL.COM 888-5969279 AZ,10,Merchandise,2021
6/27/2021,6/27/2021,CITY FRESH MARKET PLACE BROOKLYN NY,3.99,Supermarkets,2021
6/27/2021,6/27/2021,MTA*NYCT PAYGO NEW YORK NYAPPLE PAY ENDING IN 4775004817537904,2.75,Travel/ Entertainment,2021
6/27/2021,6/27/2021,MTA*NYCT PAYGO NEW YORK NYAPPLE PAY ENDING IN 4775004817997612,2.75,Travel/ Entertainment,2021
6/27/2021,6/27/2021,PAYPAL *COUPLECENTS 402-935-7733 CA,9.99,Services,2021
6/27/2021,6/27/2021,SUNAC FOOD MARKET BROOKLYN NY,10.25,Supermarkets,2021
6/28/2021,6/28/2021,ELECTRONICS R US BROOKLYN NY,21.77,Home Improvement,2021
6/28/2021,6/28/2021,LYFT *BIKE RIDE 855-865-9553 CA,5.38,Travel/ Entertainment,2021
6/28/2021,6/28/2021,MTA*NYCT PAYGO NEW YORK NYAPPLE PAY ENDING IN 4775004823531741,2.75,Travel/ Entertainment,2021
6/28/2021,6/28/2021,TST* SWEET CHICK - WILLI BROOKLYN NY,52.02,Restaurants,2021
6/28/2021,6/29/2021,AMZN MKTP US AMZN.COM/BILLWA2227OABZAZA,-55.11,Payments and Credits,2021
6/29/2021,6/29/2021,MTA*NYCT PAYGO NEW YORK NYAPPLE PAY ENDING IN 4775004843628637,2.75,Travel/ Entertainment,2021
6/29/2021,6/29/2021,MTA*NYCT PAYGO NEW YORK NYAPPLE PAY ENDING IN 4775004843763722,2.75,Travel/ Entertainment,2021
6/29/2021,6/29/2021,PREMIER FOOD FRESH MARKE BROOKLYN NY,43.54,Supermarkets,2021
6/30/2021,6/30/2021,FRESH VEGETABLES FISH BROOKLYN NY,6.34,Supermarkets,2021
6/30/2021,6/30/2021,WALGREENS #11141 BROOKLYN NY,43.63,Merchandise,2021
7/1/2021,7/1/2021,INTERNET PAYMENT - THANK YOU,-871.96,Payments and Credits,2021
7/1/2021,7/1/2021,NETFLIX.COM NETFLIX.COM CA49280925342,14.83,Services,2021
7/1/2021,7/1/2021,PAYPAL *AIRBNB HM2YDHF 402-935-7733 CA,1380.63,Travel/ Entertainment,2021
7/1/2021,7/1/2021,SPOTIFY P15CAB3ACD 8777781161 NY,9.99,Merchandise,2021
7/1/2021,7/1/2021,TST* SARAGHINA - HALSEY BROOKLYN NY,220,Restaurants,2021
7/1/2021,7/1/2021,UQ ATLANTIC TERM US004 BROOKLYN NY,129.8,Merchandise,2021
7/2/2021,7/3/2021,APPLEBEES 761976726491 BROOKLYN NY,71.78,Restaurants,2021
7/2/2021,7/3/2021,BERGEN BAGEL BROOKLYN NY,13.88,Restaurants,2021
7/2/2021,7/3/2021,EAST 7TH DELI & CAFE COR NEW YORK NY,6.24,Supermarkets,2021
7/2/2021,7/3/2021,KRYSTAL AND SAAGAR 2025317527 DC,10,Merchandise,2021
7/2/2021,7/3/2021,MTA*METROCARD MACHINE NEW YORK NY059144048022,3,Travel/ Entertainment,2021
7/2/2021,7/3/2021,MTA*NYCT PAYGO NEW YORK NYAPPLE PAY ENDING IN 4775004854746794,2.75,Travel/ Entertainment,2021
7/2/2021,7/3/2021,MTA*NYCT PAYGO NEW YORK NYAPPLE PAY ENDING IN 4775004855082912,2.75,Travel/ Entertainment,2021
7/2/2021,7/3/2021,ROCKY DELI GROCERY BROOKLYN NY,9.36,Supermarkets,2021
7/2/2021,7/3/2021,UQ ATLANTIC TERM US004 BROOKLYN NY,199.4,Merchandise,2021
7/2/2021,7/4/2021,UQ ATLANTIC TERM US004 BROOKLYN NY,-129.7,Payments and Credits,2021
7/3/2021,7/3/2021,LYFT *2 RIDES 07-01 855-865-9553 CA,62.54,Travel/ Entertainment,2021
7/3/2021,7/3/2021,MTA*NYCT PAYGO NEW YORK NYAPPLE PAY ENDING IN 4775004855640466,2.75,Travel/ Entertainment,2021
7/3/2021,7/3/2021,MTA*NYCT PAYGO NEW YORK NYAPPLE PAY ENDING IN 4775004855768197,2.75,Travel/ Entertainment,2021
7/3/2021,7/3/2021,MTA*NYCT PAYGO NEW YORK NYAPPLE PAY ENDING IN 4775004855826340,2.75,Travel/ Entertainment,2021
7/3/2021,7/3/2021,MTA*NYCT PAYGO NEW YORK NYAPPLE PAY ENDING IN 4775004855828321,2.75,Travel/ Entertainment,2021
7/3/2021,7/3/2021,MTA*NYCT PAYGO NEW YORK NYAPPLE PAY ENDING IN 4775004855861608,2.75,Travel/ Entertainment,2021
7/3/2021,7/3/2021,MTA*NYCT PAYGO RECOVER 718-330-1234 NY004855731688,2.75,Travel/ Entertainment,2021
7/3/2021,7/3/2021,PAYPAL *HULU 402-935-7733 CA,11.99,Services,2021
7/3/2021,7/3/2021,STATE FARM INSURANCE 800-956-6310 IL,92.07,Services,2021
7/3/2021,7/3/2021,UQ ATLANTIC TERM US004 BROOKLYN NY,29.9,Merchandise,2021
7/4/2021,7/4/2021,INTERNET PAYMENT - THANK YOU,-1854.26,Payments and Credits,2021
7/4/2021,7/4/2021,LYFT *2 RIDES 07-03 855-865-9553 CA,78.17,Travel/ Entertainment,2021
7/4/2021,7/4/2021,MILO S YARD RIDGEWOOD NY,37.62,Restaurants,2021
7/4/2021,7/4/2021,MTA*NYCT PAYGO NEW YORK NYAPPLE PAY ENDING IN 4775004856158957,2.75,Travel/ Entertainment,2021
7/4/2021,7/4/2021,MTA*NYCT PAYGO NEW YORK NYAPPLE PAY ENDING IN 4775004856160189,2.75,Travel/ Entertainment,2021
7/4/2021,7/4/2021,MTA*NYCT PAYGO NEW YORK NYAPPLE PAY ENDING IN 4775004856197783,2.75,Travel/ Entertainment,2021
7/4/2021,7/4/2021,MTA*NYCT PAYGO NEW YORK NYAPPLE PAY ENDING IN 4775004856225234,2.75,Travel/ Entertainment,2021
7/4/2021,7/4/2021,SQ *ELSEWHERE BROOKLYN NY0002305843014238696256,51.44,Travel/ Entertainment,2021
7/5/2021,7/5/2021,INTERNET PAYMENT - THANK YOU,-367.73,Payments and Credits,2021
7/5/2021,7/5/2021,MCDONALD'S F10428 STAFFORD VA,10.9,Restaurants,2021
7/5/2021,7/5/2021,SAFEWAY FUEL2616 FAIRFAX VA,32.33,Gasoline,2021
7/5/2021,7/5/2021,UBER TRIP 866-576-1039 CA,48.99,Travel/ Entertainment,2021
7/5/2021,7/7/2021,MICRO CENTER FAIRFAX FAIRFAX VA,-190.79,Payments and Credits,2021
7/7/2021,7/7/2021,AMERICAN FAMILY FIT SHOR RICHMOND VA,94.95,Travel/ Entertainment,2021
7/7/2021,7/7/2021,CCBILL.COM 888-5969279 AZ,15,Merchandise,2021
7/7/2021,7/7/2021,THE MENS WEARHOUSE #3533 GLEN ALLEN VA,382.98,Merchandise,2021
7/8/2021,7/8/2021,BP#9708157CARY ST BP RICHMOND VA,28.1,Gasoline,2021
7/8/2021,7/8/2021,LYFT *2 RIDES 07-07 855-865-9553 CA,27.68,Travel/ Entertainment,2021
7/9/2021,7/9/2021,CCBILL.COM 888-5969279 AZ,19.99,Merchandise,2021
7/9/2021,7/9/2021,EZPASSVA AUTO REPLENISH 877-7627824 VA,35,Travel/ Entertainment,2021
7/9/2021,7/9/2021,FIVE GUYS VA 1981 QSR RICHMOND VA,13.12,Restaurants,2021
7/9/2021,7/9/2021,PUBLIX #1591 GLEN ALLEN VA,60.82,Supermarkets,2021
7/9/2021,7/9/2021,TARGET RICHMOND VA,24.29,Merchandise,2021
7/10/2021,7/10/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW5N6TMYKA0,15.89,Merchandise,2021
7/10/2021,7/10/2021,MIKE BLENDZ BARBERSHOP S RICHMOND VA,65.15,Services,2021
7/10/2021,7/10/2021,PAYPAL *JEREMYBUSTI 402-935-7733 CA,401.51,Services,2021
7/10/2021,7/10/2021,T-MOBILE PAYMENTS 800-937-8997 WAAPPLE PAY ENDING IN 4775T-MOBILE PAYMENTS,86.25,Services,2021
7/10/2021,7/10/2021,WAWA 8647 HENRICO VA,8.79,Gasoline,2021
7/11/2021,7/11/2021,SQ *PROPER PIE CO. GOSQ.COM VAAPPLE PAY ENDING IN 47750001152921510329736349,16.67,Restaurants,2021
7/12/2021,7/12/2021,LIDL #1117 HENRICO VA1117012832211932118141,6.67,Supermarkets,2021
7/12/2021,7/12/2021,PAYPAL *VIZMEDIALLC 888-221-1161 CA,1.99,Merchandise,2021
7/12/2021,7/12/2021,UBER TRIP 866-576-1039 CA,7.34,Travel/ Entertainment,2021
7/12/2021,7/12/2021,UBER TRIP 866-576-1039 CA,16.96,Travel/ Entertainment,2021
7/12/2021,7/12/2021,UBER TRIP 866-576-1039 CA,20,Travel/ Entertainment,2021
7/13/2021,7/13/2021,FARM FRESH RICHMOND RICHMOND VA,67.22,Supermarkets,2021
7/13/2021,7/13/2021,LYFT *1 RIDE 07-12 855-865-9553 CA,113.96,Travel/ Entertainment,2021
7/14/2021,7/14/2021,IPANEMA CAFE RICHMOND VA,60,Restaurants,2021
7/15/2021,7/15/2021,CRAFTY CRAB RICHMOND RICHMOND VA,40,Restaurants,2021
7/15/2021,7/15/2021,MANCHESTER MARKET RICHMOND VA,16.6,Supermarkets,2021
7/16/2021,7/16/2021,AL AMIR MEDITERRANEAN CU RICHMOND VA,25,Restaurants,2021
7/16/2021,7/16/2021,AMZN MKTP US*2E07Z9NG0 AMZN.COM/BILLWA3MPJDCUP2B8,56.81,Merchandise,2021
7/16/2021,7/16/2021,AMZN MKTP US*2E1TV7NJ0 AMZN.COM/BILLWA13F5LEJXXW3,56.81,Merchandise,2021
7/16/2021,7/16/2021,BUSCH GARDENS VA ORLAN 407-545-5550 FL,69.98,Travel/ Entertainment,2021
7/16/2021,7/16/2021,INSTACART*159 8882467822 CAAPPLE PAY ENDING IN 4775,5.7,Supermarkets,2021
7/16/2021,7/16/2021,INSTACART*159 8882467822 CAAPPLE PAY ENDING IN 4775,20.54,Supermarkets,2021
7/16/2021,7/16/2021,INTERNET PAYMENT - THANK YOU,-1000,Payments and Credits,2021
7/16/2021,7/16/2021,KROGER FUEL #3511 RICHMOND VA,30.29,Gasoline,2021
7/16/2021,7/16/2021,PAYPAL *STEAM GAMES 402-935-7733 CA,4.99,Merchandise,2021
7/16/2021,7/16/2021,PAYPAL *STEAM GAMES 402-935-7733 CA,59.99,Merchandise,2021
7/16/2021,7/16/2021,VERIZON*RECURRING PAY 800-VERIZON FL2069984643566429670001,50,Services,2021
7/17/2021,7/17/2021,BUSCH GARDENS FOOD SVC WILLIAMSBURG VA,5.87,Restaurants,2021
7/17/2021,7/17/2021,BUSCH GARDENS FOOD SVC WILLIAMSBURG VA,8.87,Restaurants,2021
7/17/2021,7/17/2021,BUSCH GARDENS FOOD SVC WILLIAMSBURG VA,13.31,Restaurants,2021
7/17/2021,7/17/2021,BUSCH GARDENS FOOD SVC WILLIAMSBURG VA,26.92,Restaurants,2021
7/17/2021,7/17/2021,BUSCH GARDENS FOOD SVC WILLIAMSBURG VA,27.82,Restaurants,2021
7/17/2021,7/17/2021,BUSCH GARDENS GIFTS WILLIAMSBURG VA,42.79,Travel/ Entertainment,2021
7/17/2021,7/17/2021,BUSCH GARDENS GIFTS WILLIAMSBURG VA,42.8,Travel/ Entertainment,2021
7/17/2021,7/17/2021,BUSCH GARDENS PARKING WILLIAMSBURG VA,25,Services,2021
7/17/2021,7/17/2021,H B LEISURE WILLIAMSBURG WILLIAMSBURG VA,10,Merchandise,2021
7/17/2021,7/17/2021,WALGREENS #6923 NEWPORT NEWS VA,9.72,Merchandise,2021
7/18/2021,7/18/2021,MEZEH REYNOLDS CROSSING RICHMOND VA,14.06,Restaurants,2021
7/18/2021,7/18/2021,PAYPAL *STEAM GAMES 402-935-7733 CA,4.79,Merchandise,2021
7/18/2021,7/18/2021,PAYPAL *STEAM GAMES 402-935-7733 CA,14.75,Merchandise,2021
7/18/2021,7/18/2021,POKE SUSHI BOWL RICHMOND VA,22.63,Restaurants,2021
7/19/2021,7/19/2021,PAYPAL *GUMROAD DSADSA 402-935-7733 CA,5,Services,2021
7/19/2021,7/19/2021,USPS PO BOXES ONLINE 800-344-7779 DC,194,Government Services,2021
7/19/2021,7/21/2021,USPS PO BOXES ONLINE 800-344-7779 DC,-194,Payments and Credits,2021
7/20/2021,7/20/2021,2M MEDITERRANEAN MARKET RICHMOND VA,9.46,Supermarkets,2021
7/20/2021,7/20/2021,2M MEDITERRANEAN MARKET RICHMOND VA,70.04,Supermarkets,2021
7/20/2021,7/20/2021,ADVANCE AUTO PARTS #4237 HENRICO VA,15.88,Automotive,2021
7/20/2021,7/20/2021,AMZN MKTP US*2E9V53211 AMZN.COM/BILLWAQ7SNH9D1D73,28.6,Merchandise,2021
7/20/2021,7/20/2021,FLAGSTOP CAR WASH RICHMOND VA,18,Automotive,2021
7/20/2021,7/20/2021,INSTACART*159 8882467822 CAAPPLE PAY ENDING IN 4775,56.29,Supermarkets,2021
7/20/2021,7/20/2021,OFFICEMAX/DEPOT 6216 RICHMOND VA,20.02,Merchandise,2021
7/21/2021,7/21/2021,ADVANCE AUTO PARTS #2160 RICHMOND VA,4.23,Automotive,2021
7/21/2021,7/21/2021,ADVANCE AUTO PARTS #2160 RICHMOND VA,12.71,Automotive,2021
7/21/2021,7/21/2021,PP*PP ROKU FOR CRUNCHYR 402-935-7733 CA,7.99,Services,2021
7/22/2021,7/22/2021,EZPASSVA AUTO REPLENISH 877-7627824 VA,35,Travel/ Entertainment,2021
7/22/2021,7/22/2021,INTERNET PAYMENT - THANK YOU,-1518.65,Payments and Credits,2021
7/23/2021,7/23/2021,UNCLE CS CHICKEN & WAFFL ALEXANDRIA VA,17.99,Restaurants,2021
7/25/2021,7/25/2021,AUTOZONE #0930 RICHMOND VA,33.34,Automotive,2021
7/25/2021,7/25/2021,CVS/PHARMACY #01989 RICHMOND VA,32.75,Merchandise,2021
7/25/2021,7/25/2021,DOMINION CAR WASH LABURN RICHMOND VA,3,Automotive,2021
7/27/2021,7/27/2021,MCDONALD'S F36546 RICHMOND VA,1.12,Restaurants,2021
7/27/2021,7/27/2021,PAYPAL *COUPLECENTS 402-935-7733 CA,9.99,Services,2021
7/27/2021,7/27/2021,TCKTWEB*PURITYRINGTOUR 800-965-4827 CA46583863RRBTELVW,29.5,Travel/ Entertainment,2021
7/28/2021,7/28/2021,HYMAN BROS NISSAN - KIA MIDLOTHIAN VA,324.04,Automotive,2021
7/29/2021,7/29/2021,LYFT *2 RIDES 07-28 855-865-9553 CA,61.97,Travel/ Entertainment,2021
7/29/2021,7/29/2021,SUSHI KING & GRILL HENRICO VA,30,Restaurants,2021
7/30/2021,7/30/2021,ALLIANZ EVENT INS 888-817-2166 VA,8.3,Services,2021
7/30/2021,7/30/2021,AUDIBLE*2P1RN5ZH0 AMZN.COM/BILLNJ4BON36101MJ,15.3,Merchandise,2021
7/31/2021,7/31/2021,CVS/PHARMACY #00067 CHARLOTTESVILVA,3.78,Merchandise,2021
7/31/2021,7/31/2021,SQ *IRON - PAFFLES AND CHARLOTTESVILVA0002305843014359512962,12.02,Restaurants,2021
7/31/2021,7/31/2021,TM *JAMES BLAKE 800-653-8000 CALA2/61-20183,84,Travel/ Entertainment,2021
7/31/2021,7/31/2021,WP FIRST AND MARKET PARK CHARLOTTESVLEVA,9,Services,2021
8/1/2021,8/1/2021,NETFLIX.COM NETFLIX.COM CA50196014607,14.83,Services,2021
8/1/2021,8/1/2021,OTTO TURKISH STREET CHARLOTTESVILVA,30.06,Restaurants,2021
8/1/2021,8/1/2021,PAYPAL *STEAM GAMES 402-935-7733 CA,15.98,Merchandise,2021
8/1/2021,8/1/2021,PAYPAL *STEAM GAMES 402-935-7733 CA,65.66,Merchandise,2021
8/1/2021,8/1/2021,SPOTIFY P1641526B9 8777781161 NY,9.99,Merchandise,2021
8/1/2021,8/3/2021,CELL TECH HENRICO VA,17.47,Services,2021
8/2/2021,8/2/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW5XL8J7LA0,21.19,Merchandise,2021
8/2/2021,8/2/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW5XKWJ29A0,31.79,Merchandise,2021
8/2/2021,8/3/2021,AMZN DIGITAL*2P7GJ5MY1 888-802-3080 WA5HLXUOLXVYK,15,Merchandise,2021
8/2/2021,8/3/2021,APPLE STORE #R078 RICHMOND VAR078574525823,31.75,Merchandise,2021
8/2/2021,8/3/2021,AUDIBLE*2P6PT64R2 AMZN.COM/BILLNJ4S74BZ6JTEN,7.49,Merchandise,2021
8/2/2021,8/3/2021,KRYSTAL AND SAAGAR 2025317527 DC,10,Merchandise,2021
8/3/2021,8/3/2021,APPLE STORE #R078 RICHMOND VAR078520612951,51.94,Merchandise,2021
8/3/2021,8/3/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW5XXFHM6A0,63.59,Merchandise,2021
8/3/2021,8/3/2021,FROST GELATO RICHMOND VA,4.97,Restaurants,2021
8/3/2021,8/3/2021,FROST GELATO RICHMOND VA,13.72,Restaurants,2021
8/3/2021,8/3/2021,KROGER #511 RICHMOND VA,36.78,Supermarkets,2021
8/3/2021,8/3/2021,KROGER FUEL #3511 RICHMOND VA,29.69,Gasoline,2021
8/3/2021,8/3/2021,PAYPAL *HULU 402-935-7733 CA,11.99,Services,2021
8/3/2021,8/3/2021,STATE FARM INSURANCE 800-956-6310 IL,92.07,Services,2021
8/3/2021,8/3/2021,TEACHERSPAYTEACHERS.COM 646-588-0910 NY,4.8,Education,2021
8/4/2021,8/4/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW5Y91N88A0,63.59,Merchandise,2021
8/4/2021,8/4/2021,EINSTEINMOBILEAPP #7997 BROOKLYN CENTMN,20,Restaurants,2021
8/4/2021,8/4/2021,INTERNET PAYMENT - THANK YOU,-1173.17,Payments and Credits,2021
8/5/2021,8/5/2021,JIMMY JOHNS - 1740 -ECOM RICHMOND VAAPPLE PAY ENDING IN 4775,12.59,Restaurants,2021
8/5/2021,8/5/2021,WOB RICHMOND TAMPA FL00530R,4.75,Restaurants,2021
8/8/2021,8/8/2021,CCBILL.COM 888-5969279 AZ,7.15,Merchandise,2021
8/8/2021,8/8/2021,CRYSTAL CAR WASH ESSEX MD,31.58,Gasoline,2021
8/8/2021,8/8/2021,PAYPAL *STEAM GAMES 402-935-7733 CA,12.99,Merchandise,2021
8/8/2021,8/8/2021,PAYPAL *STEAM GAMES 402-935-7733 CA,12.99,Merchandise,2021
8/8/2021,8/8/2021,PAYPAL *STEAM GAMES 402-935-7733 CA,130.81,Merchandise,2021
8/8/2021,8/8/2021,PIZZA JOHNS ESSEX MD,21.73,Restaurants,2021
8/9/2021,8/9/2021,AMERICAN FAMILY FIT SHOR RICHMOND VA,94.95,Travel/ Entertainment,2021
8/10/2021,8/10/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW5ZFT69NA0,54.03,Merchandise,2021
8/10/2021,8/10/2021,WAWA 8626 HENRICO VA,6.94,Gasoline,2021
8/11/2021,8/11/2021,PAYPAL *EDX INC 888-221-1161 CA,149,Services,2021
8/11/2021,8/11/2021,PUBLIX #1591 GLEN ALLEN VA,42.35,Supermarkets,2021
8/11/2021,8/11/2021,TARGET RICHMOND VA,56.36,Merchandise,2021
8/12/2021,8/12/2021,EZPASSVA AUTO REPLENISH 877-7627824 VA,35,Travel/ Entertainment,2021
8/12/2021,8/12/2021,PAYPAL *VIZMEDIALLC 402-935-7733 CA,1.99,Merchandise,2021
8/12/2021,8/12/2021,WALMART SC 04191 RICHMOND VA,42.68,Merchandise,2021
8/13/2021,8/13/2021,COLPARK LOC 128 WASHINGTON DC,22,Services,2021
8/13/2021,8/13/2021,CRYSTAL CAR WASH ESSEX MD,31.5,Gasoline,2021
8/13/2021,8/13/2021,FILOMENA RISTORANTE WASHINGTON DC,134,Restaurants,2021
8/14/2021,8/14/2021,EL PIQUIN RESTAURANT II MIDDLE RIVER MD,80,Restaurants,2021
8/14/2021,8/14/2021,PRIME VIDEO*2D4JM7JK0 888-802-3080 WA2CLGHC1IWB9,3.99,Merchandise,2021
8/14/2021,8/14/2021,WALMART STORE 03481 BALTIMORE MD,6.83,Merchandise,2021
8/15/2021,8/15/2021,SQ *COFFEE REPUBLIC ROCKVILLE MD0002305843014431991347,6.3,Restaurants,2021
8/15/2021,8/15/2021,SQ *COFFEE REPUBLIC ROCKVILLE MD0002305843014431998036,9.94,Restaurants,2021
8/16/2021,8/16/2021,FONTINA GRILLE ROCKVILLE MD,350,Restaurants,2021
8/16/2021,8/16/2021,VERIZON*RECURRING PAY 800-VERIZON FL2095284193566429670001,50,Services,2021
8/16/2021,8/16/2021,WALMART SC 07032 HENRICO VA,27.15,Merchandise,2021
8/18/2021,8/18/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW62M4H82A0,8.47,Merchandise,2021
8/18/2021,8/18/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW62MTV0FA0,42.39,Merchandise,2021
8/19/2021,8/19/2021,DOMOISHI CHESTERFIELD VA,34.04,Restaurants,2021
8/19/2021,8/19/2021,EZPASSVA AUTO REPLENISH 877-7627824 VA,35,Travel/ Entertainment,2021
8/19/2021,8/19/2021,SHELL 57546332701 RICHMOND VA,4.61,Gasoline,2021
8/20/2021,8/20/2021,115 AMF 8003425263 RICHMOND VA,27.22,Restaurants,2021
8/20/2021,8/20/2021,SQ *KLIGG CO HENRICO VA0002305843014454290305,20,Services,2021
8/20/2021,8/20/2021,U HAUL STORE 0082427 RICHMOND VA,20.25,Merchandise,2021
8/21/2021,8/21/2021,AL AMIR MEDITERRANEAN CU RICHMOND VA,40,Restaurants,2021
8/21/2021,8/21/2021,BOWLERO RICHMOND RICHMOND VA,5.4,Travel/ Entertainment,2021
8/21/2021,8/21/2021,KROGER FUEL #3511 RICHMOND VA,28.34,Gasoline,2021
8/21/2021,8/21/2021,PP*PP ROKU FOR CRUNCHYR 402-935-7733 CA,7.99,Services,2021
8/21/2021,8/21/2021,U HAUL STORE 0082427 RICHMOND VA,19.26,Travel/ Entertainment,2021
8/22/2021,8/22/2021,APPLE STORE R078 RICHMOND VA,30.74,Merchandise,2021
8/22/2021,8/22/2021,CASHBACK BONUS REDEMPTION PYMT/STMT CRDT,-38.86,Awards and Rebate Credits,2021
8/22/2021,8/22/2021,INTERNET PAYMENT - THANK YOU,-961.14,Payments and Credits,2021
8/22/2021,8/22/2021,REUNION TOWER OBSERVAT 214-712-7060 TX02265R,38.97,Travel/ Entertainment,2021
8/22/2021,8/22/2021,USPS CHANGE OF ADDRESS 800-238-3150 TN,1.05,Government Services,2021
8/23/2021,8/23/2021,JIMMY JOHNS - 1740 RICHMOND VA,16.28,Restaurants,2021
8/24/2021,8/24/2021,JIMMY JOHNS - 1741 RICHMOND VA,8.51,Restaurants,2021
8/24/2021,8/24/2021,THE HOME DEPOT #4632 RICHMOND VA,81.07,Home Improvement,2021
8/24/2021,8/26/2021,USPS PO BOXES ONLINE 800-344-7779 DC,-97,Payments and Credits,2021
8/25/2021,8/25/2021,AMZN MKTP US*251E06OQ0 AMZN.COM/BILLWA6VCJ7N5UKI9,10.59,Merchandise,2021
8/25/2021,8/25/2021,JIMMY JOHNS - 3133 RICHMOND VA,8.2,Restaurants,2021
8/25/2021,8/25/2021,THE HOME DEPOT #4632 RICHMOND VA,8.44,Home Improvement,2021
8/26/2021,8/26/2021,AUDIBLE*2D3RB32Z2 AMZN.COM/BILLNJQ932JGGF4H3,17.46,Merchandise,2021
8/26/2021,8/26/2021,EZPASSVA AUTO REPLENISH 877-7627824 VA,35,Travel/ Entertainment,2021
8/26/2021,8/26/2021,INTERNET PAYMENT - THANK YOU,-1040.93,Payments and Credits,2021
8/26/2021,8/26/2021,TACO BELL 18147 RICHMOND VA,9.27,Restaurants,2021
8/26/2021,8/26/2021,WALMART SC 02821 RICHMOND VA,7.41,Merchandise,2021
8/27/2021,8/27/2021,AUDIBLE*2D9SS87X2 AMZN.COM/BILLNJ1WZ0U42YG4M,22.05,Merchandise,2021
8/27/2021,8/27/2021,BP#9818212GOLDIES CONVEN RICHMOND VA,7.68,Gasoline,2021
8/27/2021,8/27/2021,BP#9818212GOLDIES CONVEN RICHMOND VA,20.42,Gasoline,2021
8/27/2021,8/27/2021,MOORE STREET CAFE RICHMOND VA,25.54,Restaurants,2021
8/27/2021,8/27/2021,PAYPAL *COUPLECENTS 402-935-7733 CA,9.99,Services,2021
8/27/2021,8/27/2021,SQ *WILD BEAN & THUNDE LEWISBURG WV0001152921510492179121,35.78,Supermarkets,2021
8/28/2021,8/28/2021,BP#8774481MAPCO #3416 NASHVILLE TN,19.5,Gasoline,2021
8/28/2021,8/28/2021,IN *MUSICIANS HALL FAM NASHVILLE TNAPNYE865,49.99,Merchandise,2021
8/28/2021,8/28/2021,L2G*METRO PARKS 615-86 NASHVILLE TN3813151451,20.46,Government Services,2021
8/28/2021,8/28/2021,PP*ELTOROLOCO SAN JOSE CA,32.82,Restaurants,2021
